label,statement,subject,speaker,speaker's job title,state,party,barely true counts,false counts,half true counts,mostly true counts,pants on fire counts,context,polarity,subjectiveWordsCount,subjectivity
3,13,13,1082,185,30,16,8.0,22.0,6.0,4.0,16.0,390,-0.5,2,2
1,28,18,1305,229,45,13,0.0,0.0,0.0,0.0,0.0,1898,0.0,1,1
3,113,3,991,783,12,16,33.0,24.0,32.0,35.0,5.0,1370,0.43333333333333335,2,2
4,2,9,1221,690,73,4,0.0,2.0,2.0,3.0,1.0,1643,-0.15,2,2
5,2,7,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,380,-0.006666666666666671,5,2
1,537,2,1467,768,38,4,0.0,0.0,0.0,0.0,0.0,2110,-0.5,1,0
0,233,9,200,278,12,16,0.0,1.0,0.0,0.0,0.0,295,0.5,1,2
3,10,46,593,568,38,4,40.0,29.0,69.0,76.0,7.0,2550,0.0,0,1
4,22,12,1631,768,5,4,0.0,0.0,0.0,1.0,0.0,695,0.0,3,1
3,1,13,32,189,70,13,0.0,0.0,1.0,0.0,0.0,1834,0.0,0,1
0,1,20,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,575,0.0,1,1
0,122,59,74,840,18,4,0.0,1.0,0.0,3.0,0.0,17,0.0,1,1
2,1915,9,605,422,63,13,1.0,0.0,0.0,1.0,0.0,665,0.0,1,1
2,1,13,991,783,12,16,33.0,24.0,32.0,35.0,5.0,1167,-0.5,3,2
2,10,13,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,2856,0.0,0,1
1,3463,2,80,530,18,4,70.0,71.0,160.0,163.0,9.0,512,0.175,2,2
1,1183,3,1123,646,23,16,7.0,6.0,5.0,7.0,0.0,2446,0.0,5,1
0,1,148,332,764,5,16,0.0,3.0,0.0,0.0,0.0,2543,0.0,0,1
3,51,10,315,386,56,16,4.0,4.0,3.0,4.0,4.0,1966,0.0,0,1
0,22,3,790,324,43,16,9.0,8.0,10.0,18.0,3.0,634,0.0,0,1
3,257,3,1166,470,38,13,0.0,0.0,1.0,0.0,0.0,1894,0.3181818181818181,5,2
1,296,46,80,530,18,4,70.0,71.0,160.0,163.0,9.0,2543,0.0,1,2
4,719,6,413,567,38,16,63.0,114.0,51.0,37.0,61.0,2625,-0.10416666666666667,3,0
1,7,10,593,568,38,4,40.0,29.0,69.0,76.0,7.0,55,0.0,1,1
4,319,2,860,420,56,4,0.0,0.0,3.0,3.0,0.0,889,0.0,0,1
1,2,2,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1524,-0.10714285714285714,3,2
0,83,86,103,783,60,8,18.0,12.0,22.0,41.0,0.0,248,-0.2,2,1
3,65,87,240,506,73,13,3.0,5.0,4.0,4.0,2.0,911,0.16527777777777775,5,2
0,2,6,766,663,43,16,13.0,22.0,11.0,4.0,2.0,2572,0.11666666666666665,3,2
4,22,3,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2765,0.3033333333333333,2,2
3,2,61,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1428,0.0,4,1
0,2,26,223,970,56,4,0.0,1.0,0.0,0.0,0.0,2415,0.2857142857142857,2,2
2,2,118,991,783,12,16,33.0,24.0,32.0,35.0,5.0,231,0.0,1,1
4,1,2,1328,783,36,4,1.0,3.0,1.0,3.0,0.0,2144,0.0,2,1
1,23,12,1117,426,73,13,0.0,0.0,0.0,0.0,0.0,1004,0.0,2,2
4,2,18,1227,509,49,12,0.0,0.0,0.0,1.0,0.0,1751,0.0,2,1
1,1,12,1207,768,73,16,19.0,6.0,16.0,14.0,2.0,1656,0.0,1,1
3,111,3,892,719,43,16,0.0,0.0,1.0,0.0,0.0,1029,0.2089285714285714,4,2
0,2,15,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2094,-0.1,1,2
3,1,40,1255,432,56,4,0.0,0.0,1.0,2.0,0.0,1614,0.0,2,1
3,22,44,28,912,63,13,0.0,0.0,1.0,0.0,0.0,607,0.0,2,1
2,2,9,956,503,56,4,2.0,2.0,4.0,1.0,1.0,749,0.0,2,1
1,113,18,565,893,56,16,11.0,3.0,8.0,6.0,5.0,1121,-0.3,1,2
4,251,40,31,515,49,15,0.0,0.0,1.0,2.0,0.0,445,0.0,0,1
1,321,10,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1004,-0.15,2,1
5,1,8,541,164,26,2,7.0,6.0,3.0,5.0,1.0,1865,0.0,0,1
4,1,26,1190,818,73,13,0.0,0.0,0.0,1.0,0.0,561,0.0,0,1
0,51,94,315,386,56,16,4.0,4.0,3.0,4.0,4.0,749,0.0,0,1
4,2,50,359,782,14,16,5.0,1.0,4.0,5.0,1.0,2824,-0.2,2,2
0,1,44,1015,676,73,4,1.0,2.0,2.0,3.0,0.0,527,0.0,0,1
3,34,29,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1646,0.0,1,1
4,18,2,884,756,22,4,1.0,0.0,1.0,3.0,1.0,1264,0.0,0,1
5,1,86,378,775,12,4,7.0,9.0,8.0,15.0,3.0,2060,0.0,3,1
1,445,3,150,598,43,16,0.0,0.0,0.0,1.0,1.0,722,-0.3666666666666667,4,2
3,402,122,1404,828,12,4,0.0,0.0,1.0,0.0,0.0,2592,0.0,0,1
5,82,20,1168,746,43,13,0.0,0.0,0.0,0.0,1.0,458,0.08890692640692639,6,2
3,1252,2,432,586,24,13,0.0,0.0,1.0,0.0,0.0,2460,-0.2,3,1
2,22,127,1317,989,14,4,1.0,1.0,0.0,0.0,0.0,1966,0.0,0,1
2,255,118,1632,540,6,13,1.0,0.0,0.0,0.0,0.0,1109,0.0,1,2
4,400,3,349,918,49,4,7.0,4.0,5.0,4.0,1.0,306,0.06666666666666668,1,1
0,14,8,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1966,0.2,2,2
2,13,3,1147,159,14,16,16.0,15.0,20.0,10.0,11.0,1095,-0.1,0,1
3,181,3,1113,846,49,12,1.0,1.0,1.0,0.0,1.0,713,0.0,1,1
1,28,9,646,698,14,4,1.0,0.0,2.0,1.0,0.0,2826,0.05,2,1
0,91,2,1222,785,45,4,1.0,1.0,1.0,2.0,0.0,306,0.0,2,1
1,23,59,766,663,43,16,13.0,22.0,11.0,4.0,2.0,1121,0.25,3,2
1,22,17,593,568,38,4,40.0,29.0,69.0,76.0,7.0,2060,0.0,0,1
3,2,2,1556,768,22,16,0.0,0.0,1.0,0.0,0.0,1493,0.25,2,2
4,251,10,113,888,3,4,4.0,2.0,12.0,11.0,3.0,2866,0.0708333333333333,3,2
4,1646,72,1587,381,27,13,0.0,0.0,0.0,1.0,0.0,669,0.1375,6,2
0,1,13,771,764,56,16,0.0,3.0,1.0,2.0,2.0,730,-0.5,2,2
4,126,131,1147,159,14,16,16.0,15.0,20.0,10.0,11.0,1856,0.1,2,1
3,1,50,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,989,0.0,3,1
1,28,8,259,147,14,16,0.0,0.0,0.0,0.0,0.0,1787,0.15000000000000002,1,2
2,995,20,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1111,0.0,2,1
2,244,51,1350,718,43,16,1.0,1.0,0.0,0.0,0.0,2794,0.0,0,1
1,400,88,753,181,47,16,0.0,0.0,1.0,1.0,0.0,321,-0.075,5,1
4,86,35,44,126,45,13,0.0,0.0,0.0,1.0,0.0,1150,0.0,0,1
3,2,3,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1185,0.25,2,1
3,2,2,30,911,70,15,0.0,0.0,1.0,0.0,0.0,1047,0.13636363636363635,2,2
3,616,6,801,790,2,16,31.0,39.0,31.0,37.0,8.0,783,0.0,0,1
1,1,12,1214,65,56,16,1.0,0.0,0.0,0.0,0.0,427,-0.15,1,2
1,1,12,176,193,56,4,0.0,0.0,0.0,1.0,0.0,1095,0.0,1,1
1,20,8,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,1264,0.0,0,1
4,2,3,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1416,0.2857142857142857,1,2
0,132,70,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,2347,0.03333333333333333,1,1
3,51,87,240,506,73,13,3.0,5.0,4.0,4.0,2.0,1967,0.0,0,1
3,1,8,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,1656,-0.125,1,2
2,49,3,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1004,-0.1,1,1
3,809,15,405,1,63,4,1.0,2.0,1.0,3.0,0.0,2376,0.1,1,2
0,1388,54,1390,181,14,4,0.0,1.0,0.0,1.0,0.0,1566,0.0,1,2
0,569,50,778,755,54,16,1.0,1.0,0.0,0.0,0.0,2,0.5,2,0
1,28,87,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1591,0.0,2,1
0,341,24,1373,36,38,16,9.0,11.0,10.0,7.0,3.0,427,0.0,0,1
3,8051,80,1368,140,0,16,0.0,0.0,1.0,0.0,0.0,2228,0.0,0,1
1,4552,50,1313,768,14,16,0.0,0.0,2.0,0.0,0.0,961,0.0,0,1
3,101,66,461,790,28,4,0.0,0.0,3.0,3.0,0.0,1340,0.24375,3,2
1,90,6,348,874,12,16,0.0,0.0,0.0,0.0,0.0,952,0.0,1,1
1,233,9,423,690,49,16,0.0,1.0,0.0,0.0,0.0,1183,0.05000000000000002,1,2
4,1,45,1547,783,63,4,8.0,3.0,15.0,15.0,0.0,1996,0.4166666666666667,0,2
3,2,3,1316,783,59,16,0.0,0.0,1.0,0.0,0.0,1009,0.05,1,1
0,10,65,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1264,0.0,5,1
1,1,61,137,300,56,4,2.0,3.0,5.0,7.0,3.0,1264,0.0,1,1
4,432,102,1087,139,14,4,3.0,0.0,1.0,2.0,0.0,489,0.0,0,1
3,2,3,1137,349,5,4,3.0,7.0,11.0,2.0,3.0,1573,0.0,2,1
0,8060,31,1063,690,49,16,1.0,1.0,0.0,1.0,0.0,1145,0.0,1,1
4,2,18,720,753,63,4,2.0,1.0,1.0,6.0,1.0,1026,0.0,3,1
5,1,6,983,618,45,4,0.0,0.0,0.0,0.0,1.0,605,0.2,0,1
4,241,65,80,530,18,4,70.0,71.0,160.0,163.0,9.0,198,-0.275,3,0
5,103,8,985,742,73,8,1.0,0.0,0.0,1.0,1.0,1755,0.0,0,1
2,8064,7,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,408,0.0,1,1
2,8070,20,34,826,12,13,2.0,0.0,0.0,0.0,1.0,605,0.5,0,2
0,2,9,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1966,0.2,3,1
2,124,3,154,320,63,16,6.0,5.0,7.0,6.0,3.0,2411,0.0,1,1
1,83,14,1162,719,43,4,1.0,0.0,0.0,0.0,0.0,836,0.0,1,1
0,2,61,1085,57,7,13,0.0,1.0,1.0,0.0,0.0,527,0.0,3,1
3,113,102,103,783,60,8,18.0,12.0,22.0,41.0,0.0,991,0.2857142857142857,3,2
3,2,40,751,201,63,8,1.0,0.0,1.0,1.0,0.0,801,0.0,1,1
5,2,2,303,772,12,16,0.0,1.0,1.0,0.0,1.0,1520,0.0,1,1
3,631,14,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,1536,0.1,2,1
4,124,20,80,530,18,4,70.0,71.0,160.0,163.0,9.0,439,0.08,3,2
3,257,7,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,1121,0.5,3,2
1,90,21,1071,528,45,13,0.0,0.0,0.0,0.0,0.0,1264,0.0,0,1
5,1,12,413,567,38,16,63.0,114.0,51.0,37.0,61.0,2789,0.0,0,1
1,1,9,117,78,56,16,1.0,0.0,0.0,1.0,0.0,2425,0.08,2,2
3,8081,18,321,396,12,16,0.0,0.0,2.0,0.0,0.0,1700,0.375,1,0
2,23,10,1169,935,70,13,1.0,0.0,0.0,0.0,0.0,1056,0.05000000000000002,0,2
4,98,48,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,1700,0.325,2,2
1,10,3,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1678,0.5,3,2
3,63,36,1365,36,14,4,0.0,0.0,3.0,3.0,1.0,445,0.0,2,1
4,761,9,1403,716,63,16,0.0,0.0,0.0,1.0,0.0,1009,0.25,2,2
1,1,12,97,262,56,4,0.0,0.0,0.0,1.0,0.0,672,0.0,3,1
3,22,2,801,790,2,16,31.0,39.0,31.0,37.0,8.0,646,0.2,4,1
1,22,3,80,530,18,4,70.0,71.0,160.0,163.0,9.0,423,0.0,0,1
4,1,7,1502,768,73,4,5.0,5.0,7.0,4.0,0.0,982,0.175,3,2
0,83,38,1082,185,30,16,8.0,22.0,6.0,4.0,16.0,757,0.14285714285714285,2,1
0,1,66,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1264,0.0,1,1
1,1,3,790,324,43,16,9.0,8.0,10.0,18.0,3.0,2294,0.0,0,1
3,1,13,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,2094,-0.0375,2,1
5,290,24,129,589,45,16,0.0,0.0,0.0,0.0,1.0,1704,0.0,1,1
5,90,2,884,756,22,4,1.0,0.0,1.0,3.0,1.0,2956,-0.5,2,2
3,28,3,80,530,18,4,70.0,71.0,160.0,163.0,9.0,2616,0.2,1,1
2,1,43,841,698,36,16,3.0,3.0,2.0,2.0,1.0,2148,0.0,0,1
4,8092,9,1131,855,45,13,0.0,0.0,0.0,1.0,0.0,3041,0.2875,1,2
3,2,118,1022,783,63,4,3.0,1.0,6.0,3.0,0.0,2347,0.0,2,1
4,1,10,413,567,38,16,63.0,114.0,51.0,37.0,61.0,3061,-1.0,1,0
2,21,7,359,782,14,16,5.0,1.0,4.0,5.0,1.0,1824,-0.1,1,1
5,67,2,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,2523,-0.30000000000000004,1,1
0,1,12,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,447,0.0,3,1
1,1,38,11,156,75,16,0.0,0.0,0.0,0.0,0.0,1330,0.13333333333333333,4,1
4,103,61,889,783,56,16,2.0,4.0,4.0,3.0,0.0,1157,-0.1,1,1
4,2,50,1450,348,26,4,0.0,1.0,3.0,4.0,0.0,957,0.0,2,1
3,1,45,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,1289,-0.19047619047619047,2,2
4,1,9,450,734,56,4,0.0,1.0,0.0,1.0,0.0,2060,0.0,0,1
0,2,10,413,567,38,16,63.0,114.0,51.0,37.0,61.0,3066,-0.042857142857142885,2,2
2,1,15,413,567,38,16,63.0,114.0,51.0,37.0,61.0,3060,0.0,0,1
0,23,3,194,208,38,16,0.0,1.0,0.0,0.0,0.0,743,0.0,2,1
3,294,2,80,530,18,4,70.0,71.0,160.0,163.0,9.0,3,0.4166666666666667,3,2
4,2,12,176,193,56,4,0.0,0.0,0.0,1.0,0.0,2238,0.1,1,2
0,103,45,991,783,12,16,33.0,24.0,32.0,35.0,5.0,613,0.0,1,1
0,1,9,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,318,0.01818181818181817,2,1
3,22,13,991,783,12,16,33.0,24.0,32.0,35.0,5.0,274,0.0,2,1
4,1,2,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,1332,-0.4,1,2
2,1,10,648,747,56,16,2.0,0.0,1.0,0.0,1.0,1723,0.35,2,2
1,22,36,1286,195,49,12,0.0,1.0,0.0,0.0,0.0,893,0.0,1,1
4,1,44,985,742,73,8,1.0,0.0,0.0,1.0,1.0,1718,0.0,0,1
0,67,7,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,1095,0.0,1,1
0,8109,66,1350,718,43,16,1.0,1.0,0.0,0.0,0.0,1579,0.2,2,1
2,1,40,877,454,56,4,1.0,0.0,0.0,2.0,0.0,2483,0.0,1,1
1,65,13,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2094,-0.1,3,1
1,23,30,1430,25,36,4,0.0,1.0,1.0,3.0,0.0,2380,-0.03181818181818183,1,1
0,1,50,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1095,0.13636363636363635,2,2
2,2,15,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,282,0.0,2,1
1,22,8,41,320,38,4,1.0,0.0,0.0,1.0,0.0,745,0.026515151515151512,4,2
2,8116,21,702,425,73,13,1.0,0.0,1.0,0.0,0.0,991,0.0,1,1
2,1,73,298,675,73,4,2.0,0.0,0.0,0.0,0.0,1004,-0.16666666666666666,3,1
4,23,24,1245,3,43,13,0.0,0.0,0.0,1.0,0.0,1735,-0.1,0,1
4,341,80,801,790,2,16,31.0,39.0,31.0,37.0,8.0,1908,0.3869047619047619,2,2
1,128,13,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,427,-0.5,2,2
1,2074,73,950,711,73,4,1.0,1.0,0.0,1.0,1.0,1004,0.1,2,2
1,2,38,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1641,0.5,1,2
0,739,18,492,819,38,4,0.0,1.0,0.0,0.0,0.0,1043,0.05735930735930735,6,1
1,2,12,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1966,0.0,3,1
1,2,3,773,647,56,16,5.0,3.0,6.0,2.0,1.0,1643,0.0,2,1
4,83,3,80,530,18,4,70.0,71.0,160.0,163.0,9.0,627,-0.375,2,0
4,714,3,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,2831,0.0,0,1
4,203,80,1541,71,5,13,0.0,0.0,0.0,1.0,0.0,2413,0.0,2,1
5,1,9,417,869,56,16,0.0,0.0,0.0,0.0,1.0,1014,0.0,1,1
3,10,6,242,322,36,16,10.0,17.0,27.0,19.0,8.0,991,0.13636363636363635,0,2
0,1692,2,1127,501,45,16,0.0,3.0,0.0,0.0,0.0,610,0.0,0,1
4,23,3,1514,287,43,4,2.0,6.0,7.0,4.0,1.0,1004,-0.125,1,1
4,2246,5,66,448,43,4,0.0,1.0,2.0,3.0,0.0,1023,0.0,3,1
5,246,2,51,165,38,16,2.0,3.0,3.0,0.0,4.0,673,0.0,1,1
4,1,21,1472,512,43,13,0.0,0.0,0.0,1.0,0.0,991,0.36818181818181817,4,2
0,719,8,265,692,73,4,0.0,1.0,0.0,0.0,0.0,891,0.0,1,1
3,83,38,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1291,0.05,2,1
5,1,44,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1167,0.0,3,1
0,8128,9,991,783,12,16,33.0,24.0,32.0,35.0,5.0,3051,0.0,0,1
3,22,30,508,7,54,16,1.0,4.0,3.0,3.0,0.0,2450,-0.12590909090909091,5,2
2,432,8,542,498,15,4,1.0,0.0,1.0,0.0,0.0,2952,0.0,1,1
1,2,31,80,530,18,4,70.0,71.0,160.0,163.0,9.0,3029,0.0,2,1
4,23,10,1527,523,56,4,0.0,1.0,0.0,2.0,0.0,1156,0.0,0,1
0,1,10,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,1550,0.0,1,1
4,169,10,80,530,18,4,70.0,71.0,160.0,163.0,9.0,509,0.9,2,0
0,1,115,833,790,21,16,2.0,1.0,1.0,1.0,0.0,749,0.0,0,1
2,8135,86,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2041,0.0,4,1
1,647,12,475,449,43,4,0.0,0.0,0.0,0.0,0.0,1479,0.25,2,2
2,1017,48,1614,989,56,4,5.0,1.0,8.0,12.0,1.0,427,0.5,3,0
4,1,87,756,690,73,16,0.0,0.0,0.0,1.0,0.0,2783,0.0,0,1
3,22,15,801,790,2,16,31.0,39.0,31.0,37.0,8.0,1460,0.028787878787878782,4,2
2,1,17,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1737,0.0,1,1
3,1,3,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1966,0.2857142857142857,1,2
2,2,17,1100,831,3,16,12.0,5.0,9.0,3.0,4.0,1993,0.0,2,1
3,209,2,81,783,5,4,2.0,0.0,3.0,4.0,1.0,2261,0.0,0,1
5,2,48,349,918,49,4,7.0,4.0,5.0,4.0,1.0,1500,0.3583333333333333,5,2
2,209,95,596,205,60,4,1.0,4.0,1.0,2.0,0.0,1997,0.1111111111111111,3,2
4,2588,2,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1347,-0.016666666666666663,7,1
0,1,13,413,567,38,16,63.0,114.0,51.0,37.0,61.0,283,0.0,1,1
1,1,36,296,790,36,4,0.0,4.0,2.0,8.0,0.0,1314,-0.015151515151515154,2,2
3,67,46,529,826,63,13,0.0,0.0,1.0,0.0,0.0,263,0.0,3,2
5,528,48,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1383,0.0,0,1
1,2,2,1346,921,12,16,0.0,0.0,0.0,1.0,0.0,2094,0.0,2,1
2,1,9,117,78,56,16,1.0,0.0,0.0,1.0,0.0,1791,0.16,2,2
4,54,3,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1700,0.0,2,1
1,83,2,593,568,38,4,40.0,29.0,69.0,76.0,7.0,109,0.25,1,2
3,3555,2,1415,330,70,16,1.0,0.0,1.0,0.0,0.0,510,-0.10772727272727274,6,2
2,22,7,1082,185,30,16,8.0,22.0,6.0,4.0,16.0,2984,0.0,0,1
0,10,50,335,161,63,16,2.0,5.0,0.0,2.0,0.0,1560,0.0,0,1
2,1,2,297,764,7,16,4.0,1.0,0.0,0.0,0.0,2094,0.0,0,1
3,2,125,1193,181,49,4,0.0,1.0,2.0,1.0,0.0,1167,0.2,2,1
3,101,13,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1707,0.0,0,1
3,2,2,1137,349,5,4,3.0,7.0,11.0,2.0,3.0,2110,0.0,0,1
0,1,10,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,2034,1.0,1,1
3,113,2,610,768,14,16,3.0,1.0,4.0,3.0,0.0,1966,0.0,2,1
1,113,45,91,921,29,4,0.0,1.0,0.0,1.0,0.0,991,0.0,1,1
2,321,10,801,790,2,16,31.0,39.0,31.0,37.0,8.0,142,0.0,1,1
0,2128,24,1437,783,43,4,3.0,4.0,5.0,8.0,1.0,575,0.0,0,1
4,90,73,982,883,49,12,0.0,0.0,0.0,1.0,0.0,187,-0.010101010101010102,4,2
3,1171,2,675,783,45,4,0.0,1.0,3.0,6.0,0.0,1966,0.0,0,1
2,283,2,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1832,0.5,2,2
1,339,45,1283,690,12,16,1.0,0.0,0.0,0.0,0.0,2515,-0.1555555555555556,3,1
2,564,2,747,690,12,4,1.0,0.0,0.0,0.0,0.0,2557,0.0,0,1
0,22,17,1082,185,30,16,8.0,22.0,6.0,4.0,16.0,377,-0.03125,3,1
4,746,85,967,737,56,4,1.0,0.0,2.0,7.0,0.0,875,0.0,1,1
3,282,45,897,37,63,16,1.0,10.0,3.0,2.0,1.0,1001,0.0,1,1
0,1,8,1033,394,73,4,5.0,5.0,11.0,8.0,3.0,1004,0.4333333333333333,2,0
3,402,20,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1336,0.03333333333333333,3,2
0,1,2,690,677,73,4,1.0,1.0,0.0,2.0,0.0,1004,0.25,4,1
4,23,86,593,568,38,4,40.0,29.0,69.0,76.0,7.0,2715,-0.5,3,2
1,294,3,991,783,12,16,33.0,24.0,32.0,35.0,5.0,1444,0.125,1,1
1,254,2,1084,718,73,16,0.0,0.0,0.0,0.0,0.0,1700,-0.1,2,2
2,1,13,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2981,-0.5,1,2
2,27,36,621,220,14,13,1.0,0.0,0.0,0.0,0.0,2824,0.0,0,1
4,432,10,1555,981,56,16,0.0,1.0,4.0,3.0,1.0,3032,0.125,3,2
2,153,2,572,320,31,16,1.0,1.0,0.0,0.0,0.0,2403,0.0,1,1
3,51,12,1207,768,73,16,19.0,6.0,16.0,14.0,2.0,1966,0.25,1,1
1,257,48,464,36,56,4,0.0,0.0,1.0,0.0,0.0,2415,0.16666666666666669,3,2
0,2442,8,127,764,36,4,0.0,3.0,4.0,4.0,0.0,1733,-0.16666666666666666,3,1
1,1,50,675,783,45,4,0.0,1.0,3.0,6.0,0.0,1094,0.125,2,1
3,1009,40,949,45,56,4,1.0,0.0,4.0,1.0,0.0,606,0.0,0,1
3,2475,9,1230,894,60,4,0.0,0.0,1.0,0.0,0.0,115,0.12500000000000006,6,2
4,124,6,991,783,12,16,33.0,24.0,32.0,35.0,5.0,155,0.0,2,1
0,67,2,84,716,63,16,1.0,1.0,0.0,0.0,0.0,1754,0.0,1,1
2,1,9,8,764,12,4,6.0,5.0,4.0,11.0,1.0,2549,0.0,1,1
3,23,18,284,461,26,9,1.0,0.0,2.0,2.0,0.0,2539,0.13636363636363635,0,2
1,23,3,242,322,36,16,10.0,17.0,27.0,19.0,8.0,174,0.05909090909090909,2,2
5,83,18,1223,987,49,4,0.0,0.0,2.0,1.0,1.0,575,-0.09999999999999992,3,0
5,1,22,803,768,12,16,0.0,1.0,1.0,1.0,1.0,942,0.0,0,1
4,1,9,695,984,56,16,1.0,1.0,1.0,3.0,0.0,935,0.2833333333333334,1,2
0,1039,52,413,567,38,16,63.0,114.0,51.0,37.0,61.0,322,0.0,0,1
2,1,3,1547,783,63,4,8.0,3.0,15.0,15.0,0.0,1560,0.0,0,1
0,960,125,80,530,18,4,70.0,71.0,160.0,163.0,9.0,621,0.13636363636363635,2,2
2,1231,7,1207,768,73,16,19.0,6.0,16.0,14.0,2.0,1932,0.0,2,1
2,5037,50,1583,764,51,16,1.0,1.0,0.0,0.0,0.0,2094,-0.11904761904761905,3,1
1,1,20,90,433,56,16,0.0,0.0,1.0,0.0,1.0,652,0.0,0,1
5,8174,45,1187,594,63,16,1.0,0.0,0.0,0.0,1.0,444,-0.08333333333333333,3,1
4,262,18,350,447,73,4,3.0,5.0,2.0,1.0,0.0,1004,0.30000000000000004,1,0
5,113,14,844,924,49,16,0.0,0.0,1.0,0.0,1.0,303,-0.2,0,1
4,649,8,1009,719,63,4,1.0,0.0,0.0,1.0,0.0,266,-0.15,1,2
5,1,18,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1700,0.0,2,1
5,412,15,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,1530,0.0,0,1
4,86,66,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1264,0.0,0,1
1,253,45,1474,719,12,16,0.0,0.0,0.0,0.0,0.0,2594,0.09999999999999998,4,0
2,645,43,351,384,56,16,8.0,8.0,10.0,5.0,5.0,1176,0.25,1,1
3,2,89,1558,783,44,16,2.0,3.0,3.0,2.0,0.0,2228,-0.1,1,2
5,195,10,686,384,12,16,0.0,1.0,0.0,0.0,1.0,1264,0.0,0,1
4,1,92,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1121,0.0,0,1
3,264,3,593,568,38,4,40.0,29.0,69.0,76.0,7.0,2601,0.14545454545454548,4,2
3,3763,3,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,1789,0.0,1,1
3,28,7,1349,785,74,4,0.0,0.0,2.0,0.0,0.0,1264,0.0,2,1
3,294,18,1223,987,49,4,0.0,0.0,2.0,1.0,1.0,1371,-0.1,2,1
2,2,38,582,993,49,18,1.0,1.0,0.0,0.0,0.0,2349,-1.0,1,0
5,1,26,413,567,38,16,63.0,114.0,51.0,37.0,61.0,228,0.0,1,2
5,90,77,80,530,18,4,70.0,71.0,160.0,163.0,9.0,2769,0.0,3,1
4,23,71,1254,94,23,16,7.0,8.0,10.0,12.0,3.0,2142,0.0,2,1
0,1,14,108,788,43,4,0.0,2.0,1.0,2.0,1.0,580,-0.1,1,1
3,952,9,1000,231,12,13,0.0,0.0,1.0,0.0,0.0,271,0.0,2,1
1,1,9,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,2643,0.25,1,2
4,18,18,924,783,38,4,0.0,0.0,1.0,3.0,0.0,2258,0.2,2,2
3,1,31,248,690,12,16,0.0,0.0,1.0,0.0,0.0,2558,0.0,3,1
